restaurant_name,location,primary_cuisine,cuisine_tags,cost,budget_label,rating,votes,address,affordability
Call A Cake,Btm,Bakery,['Bakery'],,,4.5,41,"174, Keerthana House, Near Someshwara Temple, Old Madiwala, 1st Stage, BTM, Bangalore",unknown
Swad 'E' Punjab,Hsr,North Indian,"['North Indian', 'Chinese', 'Mughlai']",,,4.1,51,"458, Ground Floor, 2nd Main, Outer Ring Road, HSR, Bangalore",unknown
Hotel Tom's Restaurant,Koramangala 6Th Block,Mangalorean,"['Mangalorean', 'Seafood', 'Chinese', 'North Indian']",,,3.2,69,"606, 20th Main Road, Koramangala 6th Block, Bangalore",unknown
Roundup Cafe,Koramangala 5Th Block,Cafe,"['Cafe', 'Continental', 'Beverages']",,,4.9,505,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",unknown
Hotel Food Lands,Koramangala 7Th Block,Seafood,"['Seafood', 'Mangalorean']",,,3.8,57,"159, 2nd Cross Road, Koramangala 7th Block, Bangalore",unknown
Shudh Desi Khana,Koramangala 1St Block,North Indian,"['North Indian', 'Chinese']",,,3.3,18,"242,6th Main, 3rd Avenue Teacher's Colony, Venkatapura, Koramangala 1st Block, Bangalore",unknown
Rahhams,Old Airport Road,Mughlai,"['Mughlai', 'North Indian', 'Chinese']",,,3.4,414,"1, Medison Complex, Near Leela Palace, Kodihalli, Old Airport Road, Bangalore",unknown
The Ganache Factory,Domlur,Desserts,"['Desserts', 'Bakery']",,,3.4,43,"Pyramid Food Court, Embassy Golf Links, Domlur, Bangalore",unknown
New Royal Treat,Bannerghatta Road,North Indian,"['North Indian', 'Chinese']",,,3.4,102,"8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore",unknown
Black Deer,Koramangala 5Th Block,Beverages,"['Beverages', 'Desserts']",,,3.4,149,"18th Main Park, 17th H Main Road, Koramangala 5th Block, Bangalore",unknown
Eat Well,Indiranagar,North Indian,"['North Indian', 'Chinese']",,,3.1,33,"14, 1st Floor, HAL Airport Road, Indiranagar, Bangalore",unknown
Al Swaad Take Away,Richmond Road,North Indian,"['North Indian', 'South Indian', 'Arabian']",,,4.3,13,"18, Masjid Street, Opp Akbari Masjid Neelasandra, Richmond, Richmond Road, Bangalore",unknown
Tandoor Merchant,Btm,North Indian,"['North Indian', 'Chinese', 'Fast Food']",,,4.0,25,"18, 4th Cross, 4th Link Road, Maruthi Nagar, Madiwala, 1st Stage, BTM, Bangalore",unknown
3 Spice,Wilson Garden,North Indian,"['North Indian', 'Chinese']",,,5.0,157,"115/34, 8th Cross, 4th Main, Wilson Garden, Bangalore",unknown
Kolkata Rolls & Hot Dum Biriyani On Dial,Indiranagar,Fast Food,"['Fast Food', 'Rolls']",,,4.1,22,"4062, 19th Main, Beside Carlton Tower, HAL 2nd Stage, Indiranagar, Bangalore",unknown
Prawn Crunch,Btm,Fast Food,"['Fast Food', 'Seafood']",,,3.7,8,"Number 7, 20th Main, BTM 1st Stage, Gangotri Circle, BTM, Bangalore",unknown
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Koramangala 7Th Block,Continental,['Continental'],,,3.6,44,"1st Floor, 1st Cross, Besides Bosch, Koramangala 7th Block, Bangalore",unknown
Parathe Wali Gali,Wilson Garden,North Indian,['North Indian'],,,3.8,37,"#235/1, 12th Cross, Wilson Garden, Bangalore",unknown
Miss Momo,Btm,Tibetan,"['Tibetan', 'Momos']",,,3.9,13,"17th Main Rd, BTM 2nd Stage, Kuvempu Nagar, BTM, Bangalore",unknown
Hatti Kaapi,Koramangala 5Th Block,South Indian,"['South Indian', 'Beverages']",,,3.8,237,"133, MIG, KHB Colony, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",unknown
Paratha Singh Pakora King,Koramangala 6Th Block,Rajasthani,"['Rajasthani', 'North Indian', 'Street Food']",,,3.8,36,"900, 80 Feet Main Road, Opp Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, Bangalore",unknown
Golden China,Koramangala 1St Block,Chinese,['Chinese'],,,4.8,23,"40, Estilo Canta, 1st Main, Koramangala 1st Block, Bangalore",unknown
Kaati Zone,Koramangala 6Th Block,Fast Food,"['Fast Food', 'Biryani', 'Rolls']",,,3.7,6,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",unknown
Drunken Monkey,Btm,Beverages,"['Beverages', 'Fast Food']",,,3.1,115,"324, 7th Cross, 7th Main, Near Indus Diagnostics, 2nd Stage, BTM, Bangalore",unknown
Burger Garden,South Bangalore,Fast Food,"['Fast Food', 'Burger', 'Desserts', 'Cafe']",,,4.4,7,Delivery Only,unknown
Vintage Shack,Hsr,North Indian,"['North Indian', 'Continental']",,,4.2,163,"1081, First Floor, 18th Cross, 14th Main, Sector 3, HSR, Bangalore",unknown
Nanda's,Hsr,North Indian,"['North Indian', 'Chinese', 'Andhra']",,,3.3,362,"1558, 19th Main, Ring Road, Near Indian Oil Petrol Bunk, Sector 1, HSR, Bangalore",unknown
Mid Night Hunting,Ejipura,Fast Food,"['Fast Food', 'Italian']",,,4.5,127,"28th Cross, Ejipura Viveknagar Post, Near Mayura Garden Apartment, Ejipura",unknown
Sri Srinivas Park Hotel,Btm,South Indian,"['South Indian', 'Fast Food']",,,3.4,0,"147 Ejipura Road, Near Green Vine Hospital BTM, Bangalore",unknown
Chilld Monk,Btm,Desserts,"['Desserts', 'Ice Cream']",,,4.3,9,"666, Outer Ring Road, 28th Main, BTM, Bangalore",unknown
Fillers,Btm,North Indian,"['North Indian', 'Fast Food']",,,4.7,140,"13(29), 2nd Cross, Opposite St. Johns Wood Apartment, Taverekere Main Road, BTM, Bangalore",unknown
Chai Makhani,Koramangala 5Th Block,Beverages,"['Beverages', 'Tea']",,,3.8,11,"Ground Floor,Hotel Pent House,near hyderabadi biriyani house, Koramangala 5th Block, Bangalore",unknown
The London Shakes,Btm,Beverages,"['Beverages', 'Fast Food']",,,4.5,14,"10/20, 100 Feet Ring Road, Besides HDFC Bank, 1st Stage, BTM Layout, Bangalore",unknown
Sagar Fast Food,Koramangala 3Rd Block,South Indian,"['South Indian', 'North Indian', 'Fast Food']",,,3.8,76,"702, 6th Cross, 3rd Block, Behind BDA Complex, Koramangala 3rd Block, Bangalore",unknown
Hotel Parampare,Koramangala 7Th Block,North Indian,"['North Indian', 'Mughlai', 'Biryani']",,,2.6,13,"410, 1st C Main Road, Koramangala 7th Block, Bangalore",unknown
Indus Family Restaurant,Btm,North Indian,"['North Indian', 'Biryani', 'Chinese']",,,5.0,117,"150/4, 20th Main, 2nd Cross, Gangothri Circle, 1st Stage, BTM, Bangalore",unknown
Juice Junction,Hsr,Juices,"['Juices', 'Fast Food']",,,4.1,17,"L 139, 5th Main, 5th Cross, 6th Sector, HSR, Bangalore",unknown
Tiwari's Ghee Paratha And Chaats,Btm,North Indian,"['North Indian', 'Street Food']",,,4.2,0,"242, 7th Cross Rd, Mico Layout, Stage 2, BTM, Bangalore",unknown
Xpress Dhaba,Koramangala 1St Block,North Indian,['North Indian'],,,4.0,0,"1st Main, 982 A, Koramangala 1st Block, Bangalore",unknown
World In A Bowl,Koramangala 7Th Block,Continental,"['Continental', 'North Indian', 'Desserts', 'Beverages']",,,3.6,20,"1st Floor, 1st Cross, Near Someshwara Swamy Temple, Adugodi, Koramangala 7th Block, Bangalore",unknown
Desi Dhaba,Btm,North Indian,"['North Indian', 'Chinese']",,,4.6,13,"16th Main Road, 1st Stage, 1st Phase, BTM, Bangalore",unknown
China Bowl,Koramangala 6Th Block,Chinese,['Chinese'],,,4.1,457,"99, 2nd Floor, ARD Complex, 5th Cross, Koramangala 6th Block, Bangalore",unknown
Lassi Magic,Hsr,Beverages,"['Beverages', 'Ice Cream']",,,3.2,0,"58/59, 12th Main, 17th Cross, 6th Sector, Next to MK Ahmed Super Mart, HSR, Bangalore",unknown
Drunkling - Sizzlers and Pub,Koramangala 5Th Block,Chinese,"['Chinese', 'Continental', 'North Indian', 'Burger', 'Pizza', 'Seafood']",,,4.6,346,"145, 60ft Road, KHB Colony, Koramangala 5th Block, Bangalore",unknown
White Elefan Coffee and Snack Bar,Koramangala 6Th Block,Coffee,"['Coffee', 'Fast Food', 'Chinese', 'Beverages']",,,4.9,44,"Shop 607, 17th Main Road, Koramangala 6th Block, Bangalore",unknown
Juice Junction,Koramangala 5Th Block,Juices,"['Juices', 'Fast Food', 'South Indian', 'Chinese']",,,3.5,139,"150, 5th Cross, 5th Block, KHB Colony, Koramangala 5th Block, Bangalore",unknown
Shanthi Sagar,Koramangala 6Th Block,South Indian,['South Indian'],,,4.0,9,"96, 60 Feet Road, Koramangala 6th Block, Bangalore",unknown
Kabab Ghar,Btm,Biryani,"['Biryani', 'North Indian', 'Kebab']",,,3.6,14,"1, 1st G Cross, 19th Main, Near Kumariamma Temple, Tavarekere Main Road, Gangothri Circle, 1st Stage, BTM, Bangalore",unknown
Panther Cafe,Btm,Beverages,['Beverages'],,,4.5,8,"746, 13th Main Road, 7th Cross Road, 2nd Stage, BTM, Bangalore",unknown
Cocoa Bakes,Jayanagar,Bakery,"['Bakery', 'Desserts']",,,2.9,0,"18, 8th Main Road, 3rd Cross, 1st Block E, BDA Layout Bangalore, Jayanagar, Bangalore",unknown
InnerChef,Koramangala 7Th Block,North Indian,"['North Indian', 'Continental']",,,5.0,153,"1st Floor, 1st Cross, Besides Bosch, Koramangala 7th Block, Bangalore",unknown
Fava Bistro,Koramangala 5Th Block,Mediterranean,"['Mediterranean', 'Pizza', 'Italian', 'Beverages']",,,3.9,387,"8, Jailaxmi Nivas, Koramangala 5th Block, Bangalore",unknown
Oogway express,Hsr,Chinese,"['Chinese', 'Thai', 'Momos']",,,3.8,9,"521/570, 2nd Floor, Teacher's Colony, Venkatapura, HSR, Bangalore",unknown
Royal Paris,Btm,North Indian,"['North Indian', 'Arabian', 'Chinese']",,,4.8,71,"Opposite Federal Bank, Tavarekere Main Road, BTM Bangalore",unknown
Sulemani Chichas,Koramangala 5Th Block,Biryani,"['Biryani', 'Hyderabadi', 'Kebab']",,,3.8,363,"447/B, 17th G Main, Opposite to Bus Depot Road, Koramangala 5th Block, Bangalore",unknown
The Yogisthaan Cafe,Koramangala 2Nd Block,Cafe,"['Cafe', 'Healthy Food', 'Salad', 'Beverages']",,,3.7,61,"C-11, Kudremukh Colony, Sarjapur Road, Opposite Amity School, Koramangala 2nd Block, Bangalore",unknown
Chatter Platter,Btm,North Indian,"['North Indian', 'Chinese', 'Rolls', 'Fast Food']",,,3.3,30,"323, 29th Main Road, MCHS Colony, Stage 2, BTM, Bangalore",unknown
Magnolia,Koramangala 3Rd Block,Chinese,"['Chinese', 'Thai', 'Asian']",,,3.7,675,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",unknown
Coffee Tea & More,Koramangala 5Th Block,Beverages,"['Beverages', 'Sandwich']",,,4.4,64,"122, KHB Colony, Koramangala 5th Block, Bangalore",unknown
Biryani Foodies,Koramangala 5Th Block,Biryani,"['Biryani', 'Mughlai']",,,3.7,7,"462, 17th C Main Road, 2nd Cross, KHB Colony, Koramangala 5th Block, Bangalore",unknown
Tim Tai,Koramangala 5Th Block,Chinese,"['Chinese', 'Thai', 'Asian', 'Malaysian', 'Vietnamese', 'Sri Lankan', 'Burmese']",,,4.1,3675,"130, 1st Cross, Koramangala 5th Block, Bangalore",unknown
Popsies,Koramangala 5Th Block,Chinese,"['Chinese', 'Momos']",,,3.9,823,"11, 4th C Cross, Behind HDFC Bank, Koramangala 5th Block, Bangalore",unknown
Mountain Spice,Koramangala 8Th Block,Chinese,"['Chinese', 'Nepalese', 'Tibetan', 'Momos']",,,4.2,188,"127, 2nd D Main Road, Opposite Corporation Bank, Koramangala 8th Block, Bangalore",unknown
Kolkata Famous Katti Rolls,Btm,Fast Food,"['Fast Food', 'Rolls']",,,3.9,36,"Salarpuria tower #22, Near Big Bazar, Koramangala Industrial Layout, BTM, Bangalore",unknown
Mudpipe Cafe,Btm,Cafe,"['Cafe', 'Continental', 'Burger']",,,3.6,1879,"1, KDP Building, 4th Floor, Near Forum Mall, Above NEXA showroom, Hosur Road, BTM, Bangalore",unknown
Waffle In The Box,Ejipura,Desserts,['Desserts'],,,4.2,0,"52, Ejipura Main Rd, Ejipura, Bangalore",unknown
Vyanjan,Btm,North Indian,"['North Indian', 'Street Food']",,,4.0,203,"744, 13th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",unknown
Crawl Street,Koramangala 5Th Block,Continental,"['Continental', 'Finger Food', 'North Indian', 'Chinese']",,,3.6,2576,"77/A, 4th Floor Floor, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",unknown
Raj Rasoi,Ejipura,North Indian,"['North Indian', 'Chinese']",,,3.6,12,"45, 3rd Main Road Ashwini layout, Ejipura, Bangalore",unknown
Mecaf Family Restaurant,Btm,North Indian,"['North Indian', 'Chinese', 'Fast Food', 'Rolls', 'Beverages']",,,4.4,214,"43, Sapthagiri Building, Near Christ University, 1st Main, DRC Post, Krishna Industrial Layout",unknown
Kwality Cakes N Bakes,Hsr,Bakery,"['Bakery', 'Desserts']",,,4.1,92,"Shop 355/1 14th B Cross, Sector 6, HSR, Bangalore",unknown
Hotel Reddy Bhavan,Hsr,Biryani,"['Biryani', 'North Indian', 'Chinese', 'Andhra']",,,3.6,11,"224, 15th A Cross, 9th Main, Sector 6, Near Lawrence School, HSR, Bangalore",unknown
Sukh Sagar,Koramangala 5Th Block,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",,,3.6,473,"1st Cross, 100 Feet Road, Opposite ING Vusya Bank, Koramangala 5th Block, Bangalore",unknown
Hot Cross Bun,Koramangala 6Th Block,Fast Food,['Fast Food'],,,3.5,4,"16, 1st Floor, 3rd Cross, Narayana Reddy Layout, 80 Feet Road, Koramangala 6th Block, Bangalore",unknown
Sai Mango Tree,Btm,North Indian,"['North Indian', 'Chinese']",,,3.4,45,"4/3, Opposite Forum Mall, Bhuvanappa Layout, BTM Bangalore",unknown
Grand Gowdru Hotel,Koramangala 6Th Block,South Indian,"['South Indian', 'North Indian', 'Chinese']",,,3.9,31,"506, 6th Cross Road, Koramangala 6th Block, Bangalore",unknown
Anika's India Kitchen,Hsr,Biryani,"['Biryani', 'North Indian']",,,4.4,6,"15th Cross Rd, Vinayaka Nagar, Muneswara Nagar, Sector 6, HSR, Bangalore",unknown
Via Milano,Koramangala 4Th Block,Salad,"['Salad', 'Italian', 'Desserts', 'Pizza']",,,4.9,1626,"8, 4th Floor, 80 Feet Road, Koramangala 4th Block, Bangalore",unknown
City Durbar,Jayanagar,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,3.6,72,"76/1, 30th Cross, Tilak Nagar Main Road, Jayanagar, Bangalore",unknown
Chai Galli,Koramangala 5Th Block,Cafe,"['Cafe', 'Tea', 'Street Food']",,,3.3,480,"59, Ground Floor, Opposite Jyoti Niwas College, Koramangala 5th Block, Bangalore",unknown
KKR Foodies,Btm,Fast Food,"['Fast Food', 'North Indian']",,,4.4,40,"20th Cross, 1st Stage, BTM, Bangalore",unknown
Mr. Meetharam,Hsr,Mithai,"['Mithai', 'Street Food']",,,4.0,75,"376, Ground Floor, Trinity Square, 14th B Cross, 5th Main, Sector 6, HSR, Bangalore",unknown
Nawab-E-Khana,Btm,North Indian,"['North Indian', 'Biryani']",,,3.9,30,"1, 19th Main, Near Kumariamma Temple, Tavarekere Main Road, 1st Stage, BTM, Bangalore",unknown
The Chef's Cake & Bakes,Ejipura,Bakery,['Bakery'],,,3.2,0,"2, Opposite ICICI Bank ATM Satyappa Buildings, Sri Rama Temple Street, Ejipura, Bangalore",unknown
Yummy Biryani,Koramangala 7Th Block,Biryani,['Biryani'],,,3.9,41,"356, 1st B Main, Koramangala 7th Block, Bangalore",unknown
Bawarchi Biryani,Koramangala 6Th Block,Biryani,"['Biryani', 'South Indian']",,,3.2,65,"Munireddy Eeramma Kalyana Mantapa, Koramangala 6th Block, Bangalore",unknown
Borah's Kitchen,Btm,North Indian,"['North Indian', 'Chinese']",,,4.2,12,"1, 13th Cross Road, Maruti Nagar, 1st Stage, BTM, Bangalore",unknown
Smoke - The Sizzler House,Koramangala 7Th Block,Continental,"['Continental', 'Chinese', 'Thai', 'Italian', 'Bbq', 'Steak']",,,3.8,1390,"61, 1st Main, Koramangala 7th Block, Bangalore",unknown
Dosalicious,Koramangala 6Th Block,South Indian,['South Indian'],,,3.5,7,"Eat Street, Koramangala 6th Block, Bangalore, Bengaluru",unknown
Chun Li,Koramangala 6Th Block,Chinese,['Chinese'],,,2.8,0,"Ground Floor, Kuteers Arcade 6th Cross Road, Koramangala 6th Block, Bangalore",unknown
Samosa Express,Btm,Street Food,['Street Food'],,,4.2,9,"88/26, Mariyappa Bulding, Tavarkere Main Road, BTM, Bangalore",unknown
Spicy Kitchen,Hsr,Andhra,"['Andhra', 'North Indian']",,,3.8,64,"87, 4th Floor, 14th Main Rd, Sector 4, HSR, Bangalore",unknown
Malabar Mandra,Koramangala 1St Block,Kerala,"['Kerala', 'Chinese']",,,3.6,45,"Shop 225, 1st Main, 1st Block, Near HDFC Bank, S.T. Bed, Koramangala 1st Block, Bangalore",unknown
Banjara Melting Pot,Koramangala 4Th Block,North Indian,"['North Indian', 'Chinese', 'Seafood']",,,3.4,767,"32, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",unknown
On The Nose,Btm,Cafe,"['Cafe', 'Italian', 'Mexican', 'Chinese']",,,3.2,616,"268, 6th Main, 2nd Stage, BTM, Bangalore",unknown
Karachi Bakery,Koramangala 5Th Block,Bakery,"['Bakery', 'Desserts']",,,3.5,6,"Shop no 2 No 34 5th cross, 60ft main road 5th block, Koramangala 5th Block, Bangalore",unknown
Kapoor's Biriyani,Btm,Biryani,"['Biryani', 'North Indian']",,,3.6,334,"5th Cross, 4th Main Road, Behind Ayyappa Temple, Madiwala, BTM, Bangalore",unknown
Zaitoon Lassi Cafe,Btm,Fast Food,"['Fast Food', 'Beverages']",,,4.2,0,"13th cross, 16th main, Tavarekere Main Road, BTM Layout, 1st stage, BTM, Bangalore",unknown
Baskin Robbins,Hsr,Ice Cream,"['Ice Cream', 'Desserts']",,,3.6,42,"Near BDA Complex, 14th Main Road, Sector 7, HSR Layout, HSR, Bangalore",unknown
Khan Saheb Grills and Rolls,Hosur Road,Fast Food,"['Fast Food', 'Rolls']",,,3.4,63,"5/2, CL Layout, DRC Post, Near Christ College, Hosur Road, Bangalore",unknown
Momo Time,Btm,Momos,"['Momos', 'American']",,,2.8,0,"39, 18th Main, 7th Cross, BTM 1st Stage, Opposite HDFC ATM, BTM, Bangalore",unknown
Just Chill,Btm,Beverages,['Beverages'],,,4.1,54,"148, 18th Main Road, 2nd Stage, BTM, Bangalore",unknown
Foody's Lane,Koramangala 4Th Block,North Indian,"['North Indian', 'Chinese']",,,3.6,0,"45, 17th Main, 100 Feet Road, Opposite Shanthi Sagar, Koramangala 4th Block, Bangalore",unknown
Juicy Momos,Koramangala 5Th Block,Tibetan,"['Tibetan', 'Momos']",,,4.4,69,"104, 1st Main Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",unknown
Paratha Darbar,Koramangala 1St Block,North Indian,['North Indian'],,,4.1,15,"307/1, 1st Main Cross, Next to Essar Petrol Bunk, 1st Block Koramangala, Bengaluru",unknown
Rotti Mane,Domlur,South Indian,['South Indian'],,,4.2,10,"39/10A, 1st Main, 2nd Cross, Domlur Layout, Domlur, Bangalore",unknown
Cafe D'hide,Koramangala 5Th Block,Cafe,"['Cafe', 'American', 'Continental', 'Italian']",,,3.8,875,"130, 1st Cross, Koramangala 5th Block, Bangalore",unknown
Hang10 Resto N Cafe,Btm,Cafe,"['Cafe', 'North Indian', 'Chinese']",,,4.1,101,"688, 3rd Cross, 29th Main Road, 2nd Stage, BTM, Bangalore",unknown
North Tadka Restaurant,Hsr,North Indian,"['North Indian', 'Chinese']",,,3.0,0,"24th Main Road, Near Hanuman Statue, Opposite Goverment School, HSR, Bangalore",unknown
Taj Darbar,Koramangala 5Th Block,Biryani,"['Biryani', 'Mughlai', 'Chinese']",,,3.3,149,"481, KHB Colony, Koramangala 5th Block, Bangalore",unknown
Calicut Durbar,Koramangala 7Th Block,Arabian,"['Arabian', 'North Indian']",,,3.7,57,"#30, 31, 2nd Cross Road, Bhuvanappa Layout, Thaverekere Main Road, Opposite Forum Mall, Koramangala 7th Block",unknown
Budget Food,Old Airport Road,North Indian,"['North Indian', 'Biryani']",,,4.1,43,"155/1, Dena Bank Building, Kodihalli, Old Airport Road, Bangalore",unknown
ReadyBowl,Btm,Andhra,"['Andhra', 'South Indian', 'North Indian', 'Biryani']",,,3.0,69,"1, 1st G Cross, 19th Main, Near Kumariamma Temple, Tavarekere Main Road, Gangothri Circle, BTM 1st Stage, BTM, Bangalore",unknown
A.M New Punjab Food Corner,Koramangala 1St Block,North Indian,"['North Indian', 'Chinese']",,,3.9,21,"49/6-15, 3rd Main Road, Janatha Colony, Jakkasandra, Koramangala 1st Block, Bangalore",unknown
Aubree Le Chocolatier,Koramangala 6Th Block,Desserts,['Desserts'],,,4.8,19,"421/A, 80 Feet Rd, 6th Block, Koramangala, Bengaluru",unknown
Sri Ganesh Fruit Juice Centre,Koramangala 6Th Block,Juices,"['Juices', 'Beverages']",,,3.8,4,"502 6th Cross Rd, Koramangala 6th Block, Bangalore",unknown
Milk N Shakes,Koramangala 8Th Block,Beverages,['Beverages'],,,4.7,47,"639, Near JP Dental Clinic, Koramangala 8th Block, Bangalore",unknown
Chillout,Btm,Burger,"['Burger', 'Cafe', 'Pizza', 'Beverages']",,,3.0,0,"8, G Cross, 20th Main Road, BTM 1st stage, BTM, Bangalore",unknown
Biriyaniz,Hsr,Biryani,"['Biryani', 'North Indian', 'Chinese', 'Andhra']",,,3.9,304,"4, 1st Main Road, Vinayaka Nagar, Sector 6, HSR, Bangalore",unknown
Oye Mithai,Koramangala 1St Block,Mithai,['Mithai'],,,4.0,0,"998/N, Ground Floor, 1st main, Koramangala 1st Block, Bangalore",unknown
Pingara,Koramangala 1St Block,North Indian,"['North Indian', 'Chinese', 'Mangalorean']",,,4.6,94,"168, Above Aishwarya Departmental Store, 7th Main, Koramangala 1st Block, Bangalore",unknown
HOTEL VKM,Btm,South Indian,['South Indian'],,,3.8,0,"3/5, Opposite Forum Mall, Hosur Cross Road, BTM, Bangalore",unknown
Boozers Bar & Kitchen,Indiranagar,Continental,"['Continental', 'Burger', 'Italian', 'Pizza', 'North Indian', 'Chinese', 'Finger Food']",,,3.4,700,"1200, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",unknown
Maa Durga Fast Food,Koramangala 8Th Block,North Indian,"['North Indian', 'Fast Food']",,,4.4,21,"2nd Cross, Opposite Koramangala Police Station, Koramangala 8th Block, Bangalore",unknown
Maria's Goan Kitchen,Koramangala 7Th Block,Goan,"['Goan', 'Chinese', 'Biryani']",,,5.0,395,"360, 1st Floor, 1st Main, Koramangala 7th Block, Bangalore",unknown
Bistro Claytopia,Koramangala 1St Block,Cafe,"['Cafe', 'American', 'Italian', 'Burger']",,,3.2,1855,"11, 80 Feet Road, Next to SBI, Koramangala 1st Block, Bangalore",unknown
The Marash,Koramangala 5Th Block,Turkish,"['Turkish', 'Desserts']",,,4.6,68,"Shop 88, Jyoti Nivas College Road, Kormangala 5th Block, Bangalore",unknown
Lassi Corner,Koramangala 5Th Block,Beverages,"['Beverages', 'Desserts']",,,3.5,16,"523, 3rd Cross Road, KHB Block, Koramangala 5th Block, Bangalore",unknown
Chetty's Corner,Koramangala 7Th Block,Fast Food,"['Fast Food', 'Pizza', 'Sandwich']",,,3.8,34,"A-4, K.H.B. Colony, Koramangala 5th Block, Bangalore",unknown
Shree Durgamba Juice Centre,Koramangala 8Th Block,Beverages,['Beverages'],,,4.2,9,"#4, 2nd Main Road, Opposite Koramangala Police Station, Koramangala 8th Block, Bangalore",unknown
Barleyz,Koramangala 6Th Block,North Indian,"['North Indian', 'Continental', 'Chinese']",,,3.6,4652,"2/3, Above Pantaloons, Sony World Junction, 80 Feet Road, Koramangala 6th Block, Bangalore",unknown
Petoo,Btm,North Indian,"['North Indian', 'Fast Food', 'Street Food']",,,4.1,25,"No 4, Ground Floor, 29th Main Road, Kuvempu Nagar, Stage 2, BTM Layout, Bengaluru",unknown
Reddy's Restaurant,Hsr,Andhra,"['Andhra', 'Biryani', 'South Indian', 'Chinese']",,,2.9,141,"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",unknown
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,European,"['European', 'Italian', 'Asian']",,,4.3,217,"The Paul Bangalore, 139/28, Opposite Embassy Golf Links, Off Intermediate Ring Road, Domlur, Bangalore",unknown
Bundar,Koramangala 6Th Block,Cafe,"['Cafe', 'Burger', 'Fast Food', 'Desserts']",,,5.0,2450,"111, Ground Floor, Asha Mansion, 6th Cross, Club Road, Koramangala 6th Block, Bangalore",unknown
Mayur,Hosur Road,Andhra,"['Andhra', 'North Indian', 'Chinese', 'Seafood']",,,3.3,21,"321/3A, Sharif Complex, Hosur Main Road, Opposite Madiwala Police Station, Madiwala, Hosur Road, Bangalore",unknown
Mad Over Biryani,Koramangala 6Th Block,North Indian,"['North Indian', 'Biryani']",,,3.7,9,"54, 5th A Cross, Canara Bank Road, Koramangala 6th Block, Bangalore",unknown
Wok And Rolls,Koramangala 1St Block,Chinese,"['Chinese', 'Thai']",,,3.8,0,"982 B, 1st Main, Koramangala 1st Block, Bangalore",unknown
Smoothie Hub,Btm,Beverages,"['Beverages', 'Sandwich']",,,3.7,4,"104, 1st Cross, 20th Main Road, Maruthi Nagar Main Road, BTM, Bangalore",unknown
Hunger Night King,Koramangala 2Nd Block,North Indian,"['North Indian', 'Chinese']",,,4.1,115,"Behind TVS showroom, Near Ambedkar statue, 5th Cross Road, Koramangala 2nd Block, Bangalore",unknown
Ammus Hot N Cool,Btm,North Indian,"['North Indian', 'Fast Food', 'Kebab', 'Rolls', 'Beverages']",,,4.3,84,"3, Opposite Forum Mall, Kauvery Layout, 1st Cross, Tavarekere Main Road, BTM, Bangalore",unknown
BBQ Ride 46,South Bangalore,Bbq,['Bbq'],,,3.6,7,"7th Cross, Near ICICI Bank, 15th Main, 2nd Stage, BTM, Bangalore, Bengaluru",unknown
Mr. Beans - Home Cafe,Koramangala 3Rd Block,Cafe,"['Cafe', 'Continental', 'Italian']",,,4.5,2714,"100 Feet Road, Next to Karnataka Bank, Near BDA Complex, 3rd Block, Koramangala 3rd Block, Bangalore",unknown
The Kitchen,Koramangala 1St Block,North Indian,['North Indian'],,,2.3,9,"22, 6th A cross, Jakkasandra Extension, Koramangala 1st Block opposide Agara lake near the dhanush driving school.Bangalore",unknown
North Indian Tadka,Ejipura,Chinese,"['Chinese', 'North Indian']",,,4.3,6,"31, 27th Main, VGS Layout, Ejipura, Bangalore",unknown
Supreme Biryani,Koramangala,Biryani,['Biryani'],,,3.3,0,Delivery Only,unknown
YumYumSouth,Koramangala 7Th Block,South Indian,['South Indian'],,,3.6,36,"1st Floor, 1st Cross, Besides Bosch, Koramangala 7th Block, Bangalore",unknown
Terra Bites,Koramangala 4Th Block,Cafe,"['Cafe', 'Italian', 'Continental']",,,3.8,66,"428, Ground Floor, 8th Main Road, Koramangala 4th Block, Bangalore",unknown
